X,Y,OBJECTID,FACILITY_STATUS,NAME,CAD_NAME,AKA,TYPE,UNIT,CDF_UNIT,COUNTY,OWNER,FUNDING,STAFFING,ADDRESS,CITY,ZIP,PHONE_NUM,LAT,LON
-13389531.7502,4129297.0128,1202,Active,Construction,"DZ-21, DZ-22, DZ-23, DZ-24",,EQF,SBC,SBC,Santa Barbara,COUNTY,L,P,385 leslie,Los Alamos,93440,805-934-6216,34.745115,-120.28021018
-13373951.4291,4108744.2604,1203,Active,Solvang Prevention,No CAD name Entered,,OC,SBC,SBC,Santa Barbara,COUNTY,L,P,1676 Oak St,Solvang,93463,805-686-5077,34.59326736,-120.14024978
-13440955.8731,4207364.4451,1204,Active,Toro Fire Center,,TORO CAMP,FCCCC,TRO,SLU,San Luis Obispo,STATE,B,P,1575 Sutter Avenue,San Luis Obispo,93405,805-858-8947,35.31934837,-120.74216094
-13570681.5535,4488304.1793,1205,Active,California National Guard Armory,ARM,Rattlesnake Hand Crew,CNA,SCU,SCU,Santa Clara,FEDERAL,F,P,251 West Hedding Street,San Jose,95110,408-779-6611,37.35213495,-121.90750655
-13504302.9402,4337104.4528,1206,Active,Pettits Peak COM,BEU Pettits Peak COM,,COM,BEU,BEU,Monterey,STATE,,,@ 9 Miles Sw Of Greenfield,Greenfield,93927,,36.26469547,-121.31121733
-13727975.5797,4771795.6219,1207,Active,Howard Forest Training Center,,,TC,MEU,MEU,Mendocino,STATE,B,P,17501 N. Hwy 101,Willtis,95490,707-459-7448,39.34918546,-123.32014878
-13530547.7871,4662877.8669,1208,Active,HQ - West Sacramento,No CAD name Entered,,ADM,CDF,LNU,Yolo,STATE,B,P,710 Riverpoint Ct,West Sacramento,95605,,38.56664325,-121.4938277
-13471385.7167,4753229.7868,1209,Active,Grass Valley Fuels Crew,No CAD name Entered,NEU Crew 2349,FxCS,NEU,NEU,Nevada,CITY,B,P,12557 Loma Rica Road,Grass Valley,95945,707-326-7847,39.21997167,-121.01551688
-13624403.4085,5075183.3435,1210,Active,Weed Admin,No CAD name Entered,,TC,SKU,SKU,Siskiyou,STATE,B,P,300 Us-97,Weed,96094,,41.42470666,-122.39002094
-13272743.6045,4089171.104,1211,Active,VCFD Station 21,No CAD name Entered,Ojai,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,1201 Ojai Avenue,Ojai,93023,805 640-2773,34.44839866,-119.23108442
-13278786.9071,4088634.2533,1212,Active,VCFD Station 22,STA 22,Meiners Oaks,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,466 S La Luna Avenue,Meiners Oaks,93023,805 640-2777,34.44442166,-119.28537233
-13261943.8885,4070698.7226,1213,Active,VCFD Camp 13,VNC STA 26,West Santa Paula,FCFFC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,536 W Main Street,Santa Paula,93060,805 389-9766,34.31144636,-119.13406892
-13238950.6749,4081762.9825,1214,Active,VCFD Station 27,VNC STA 27,Fillmore,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,133 C Street,Fillmore,93015,805 524-6610,34.40299261,-118.92670198
-13252040.516,4051001.8559,1215,Active,CSUCI Public Safety Unit,No CAD name Entered,CSU Channel Islands,FSO,VNC,VNC,Ventura,STATE,L,P,,Camarillo,93012,,34.16516935,-119.04510541
-13252050.0706,4050987.524,1216,Active,CSUCI Public Safety Unit,No CAD name Entered,CSU Channel Islands,FSL,VNC,VNC,Ventura,STATE,,,,Camarillo,93012,,34.16506283,-119.04519124
-13234241.4917,4053648.1929,1217,Active,VCFD Station 30,VNC STA 30,Civic Center - Battalion 3 Headquarters,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,325 W Hillcrest Drive,Thousand Oaks,91360,805 371-0466,34.18483691,-118.88521406
-13228414.9597,4051790.2655,1218,Active,VCFD Station 31,VNC STA 31,Westlake,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,151 Duesenberg Drive,Thousand Oaks,91362,805 371-0472,34.17102929,-118.83287343
-13242168.5489,4050666.5516,1219,Active,VCFD Station 32,VNC STA 32,Potrero,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,830 S Reino Road,Newbury Park,91320,805 376-8850,34.16267705,-118.95642402
-13233234.3741,4047710.8869,1220,Active,VNC Station 33,VNC STA 33,Lake Sherwood,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,33 Lake Sherwood Drive,Thousand Oaks,91361,805 371-0474,34.1407045,-118.87616697
-13232321.0113,4058152.9017,1221,Active,VCFD Station 34,VNC STA 43,Arboles,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,555 E Avenida De Los Arboles,Thousand Oaks,91360,805 241-4821,34.21830533,-118.86796209
-13238914.0036,4054165.9343,1222,Active,VCFD Station 35,VNC STA 35,Newbury Park,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,751 Mitchell Road,Newbury Park,91320,805 376-8852,34.18868423,-118.92718795
-13220419.8257,4053153.8901,1223,Active,VCFD Station 36,VNC STA 36,Oak Park,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,855 Deerhill Road,Oak Park,91377,805 597-2954,34.18116361,-118.76105192
-13226978.4811,4055632.5697,1224,Active,VCFD Station 37,VNC STA 37,North Ranch,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,2010 Upper Ranch Road,Thousand Oaks,91362,805 371-0483,34.19958178,-118.81996932
-13235726.9379,4064635.2692,1225,Active,VCFD Station 40,VNC STA 40,Mountain Meadows,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,4185 Cedar Springs Road,Moorpark,93021,805 378-7000,34.26644375,-118.89855805
-13217655.5523,4065247.6612,1226,Active,VCFD Station 41,VNC STA 41,Simi Valley - Battalion 4 Headquarters,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,1910 Church Street,Simi Valley,93065,805 578-2050,34.27098998,-118.73622003
-13233440.9929,4067219.6469,1227,Active,Moorpark VCFD Station 42,VNC STA 42,Moorpark,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,295 E High Street,Moorpark,93021,805 378-7007,34.2856278,-118.87802305
-13227213.1922,4062488.4176,1228,Active,VCFD Station 44,VNC STA 44,Wood Ranch,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,1050 Country Club Drive,Simi Valley,93065,805 578-2080,34.25050416,-118.82207777
-13220599.7469,4067630.743,1229,Active,VCFD Station 47,VNC STA 47,Big Sky,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,2901 Erringer Road,Simi Valley,93065,805 577-7601,34.288679,-118.76266818
-13254845.8735,4057294.6498,1230,Active,VCFD Station 50,VNC STA 50,Airport,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,189 S Las Posas Road,Camarillo,93010,805 383-6405,34.21192985,-119.07030637
-13265329.0924,4061719.6371,1231,Active,VCFD Station 51,VNC STA 51,Oxnard - Battalion 5 Headquarters,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,3302 Turnout Park Circle,Oxnard,93036,805 278-2729,34.24479551,-119.16447873
-13269080.4785,4049033.0312,1232,Active,VCFD Station 53,VNC STA 53,Port Hueneme,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,304 N 2Nd Street,Port Hueneme,93041,805 986-8871,34.15053409,-119.198178
-13251558.6102,4058629.1859,1233,Active,VCFD Station 54,VNC STA 54,Camarillo - Battalion 1 Headquarters,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,2160 Pickwick Drive,Camarillo,93010,805 383-6409,34.22184318,-119.04077638
-13254671.0304,4061725.9305,1234,Active,VCFD Station 55,VNC STA 55,Las Posas,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,403 Valley Vista Drive,Camarillo,93010,805 383-6414,34.24484225,-119.06873573
-13258578.8735,4127698.4012,1235,Active,VCFD Patrol 16,VNC P16,Patrol 16,FSCC,VNC,VNC,Ventura,COUNTY,G,P,Chico Larson Road,Frazier Park,93225,,34.73331414,-119.10384048
-13253696.9648,4076335.3898,1236,Active,VCFD Station 29,VNC STA 29,Santa Paula,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,114 S 10Th Street,Santa Paula,93060,805 389-9755,34.35325976,-119.05998555
-13440655.741,4272188.633,1237,Active,CNG 34A,,Rattlesnake Task Force 34A,CNA,CNA,BEU,Monterey,FEDERAL,B,P,Building 2001 Montana Blvd,San Miguel,93451,,35.793,-120.74
-13430015.4678,4255258.7271,1238,Active,SLU Fuels Crew Station 98,,Crew3449,FxCS,SLU,SLU,San Luis Obispo,STATE,B,P,4735 Airport Road,Paso Robles,93446,,35.66963769,-120.64388161
-13421433.1864,4490688.8185,1239,Active,Castle Fire Center,NA,,FCFFC,MMU,MMU,Merced,COUNTY,B,P,"3405 Hardstand Ave, Atwater, CA, 95301",Atwater,95301,,37.36916149,-120.56678566
-13492080.3385,4565722.4619,1240,Active,Stockton-Delta Center,STKCCC,,FCCCC,TCU,TCU,San Joaquin,STATE,B,P,7000 South Newcastle Road,Stockton,95215,209-235-1700,37.90293229,-121.20141983
-13645447.811,4642147.081,1241,Active,Hood Mountain Fire Center,,,FCFFC,LNU,LNU,Sonoma,COUNTY,,,538 Eliza Way,Santa Rosa,95409,707-538-8067,38.4426469,-122.57914327
-13594394.0195,4627019.9869,1242,Active,NCFD Station 22,,Station 22,FSO,XNA,LNU,Napa,COUNTY,A,V,6485 Gordon Valley Road,Napa,94558,707-422-6634,38.33613599,-122.12051926
-13603870.5988,4643749.0648,1243,Active,NCFD Station 14,,Station 14,FSO,XNA,LNU,Napa,COUNTY,A,V,1193 Capell Valley Road,Napa,94558,707-252-8434,38.45391739,-122.20564882
-13629272.9336,4637135.1373,1244,Active,NCFD Station 16,,Station 16,FSL,XNA,LNU,Napa,COUNTY,L,V,5900 Dry Creek Rd,Napa,94558,707-944-1562,38.40737484,-122.43384188
-13359693.5292,4701095.0277,1245,Active,Tahoe Fire Center,,,FCCCC,AEU,AEU,El Dorado,STATE,B,P,1949 Apache Ave,South Lake Tahoe,96150,,38.856203,-120.011914
-13450509.0517,4682612.8896,1246,Decommissioned,Placerville Fire Center,PFC,Placerville Fire Center,FCFFC,AEU,AEU,El Dorado,COUNTY,,P,299 Fair Lane,Placerville,95667,,38.72681,-120.828015
-13613838.9301,4637503.4969,1247,Active,NCFD Station 13,,Station 13,FSO,XNA,LNU,Napa,COUNTY,A,V,2368 Soda Canyon Rd,Napa,94558,707-253-7087,38.40996779,-122.29519586
-13630493.5686,4661075.1753,1248,Active,NCFD Station 18,,Station 18,FSO,XNA,LNU,Napa,COUNTY,A,V,275 College Ave,Angwin,94508,707-965-2468,38.57569985,-122.44480703
-13633926.5453,4656645.6623,1249,Active,NCFD Station 21,,Station 21,FSO,XNA,LNU,Napa,COUNTY,A,V,680 Sanitarium Rd,Deer Park,94576,707-963-7677,38.54458512,-122.47564598
-13628718.7488,4666755.1031,1250,Active,NCFD Station 20,,Station 20,FSO,XNA,LNU,Napa,COUNTY,A,V,5890 Pope Valley Rd,Pope Valley,94567,707-965-2944,38.61557831,-122.42886355
-13622834.6136,4679238.121,1251,Active,NCFD Station 220,,Station 220,FSO,XNA,LNU,Napa,COUNTY,A,V,2386 Stagecoach Canyon Rd,Pope Valley,94567,707-965-2944,38.70314301,-122.37600546
-13602355.5132,4652731.7145,1252,Active,NCFD Station 214,,Station 214,FSO,XNA,LNU,Napa,COUNTY,A,V,1251 Steele Canyon Rd,Napa,94558,707-252-8434,38.51708072,-122.19203858
-13615419.2981,4608488.9445,1253,Active,NCFD Station 10,,Station 10,FSO,XNA,LNU,Napa,COUNTY,A,V,1598 Milton Rd,Napa,94559,707-252-6097,38.20544396,-122.30939255
-13618422.7359,4615491.6661,1254,Active,NCFD Station 210,,Station 210,FSO,XNA,LNU,Napa,COUNTY,A,V,4301 Old Sonoma Hwy,Napa,94559,707-252-6097,38.254859,-122.33637289
-13628125.7759,4644453.9217,1255,Active,NCFD Station 15,,Station 15,FSO,XNA,LNU,Napa,COUNTY,A,V,1989 Highway 29,Rutherford,94573,707-963-7351,38.45887574,-122.42353678
-13623542.3293,4646165.2452,1256,Active,NCFD Station 215,,Station 215,FSO,XNA,LNU,Napa,COUNTY,A,V,8140 Silverado Trail,Napa,94558,,38.4709127,-122.38236298
-13627776.9531,4632467.1349,1257,Active,NCFD Station 216,,Station 216,FSO,XNA,LNU,Napa,COUNTY,A,V,Mt Veeder Rd,Napa,94558,707-944-1562,38.37450781,-122.42040326
-13820391.2783,5020363.7979,1258,Active,Trinidad Head COM,HUU Trinidad Head COM,HCFN T4,COM,HUU,HUU,Humboldt,COUNTY,L,,Lighthouse Road,Trinidad,95570,,41.05436499,-124.15068718
-13804894.1877,5009120.3813,1259,Active,Fieldbrook COM,HUU Fieldbrook COM,HCFN T5,COM,HUU,HUU,Humboldt,COUNTY,L,,1.7 Miles Northeast Of Fieldbrook,Fieldbrook,95519,,40.97815714,-124.01147445
-13813448.7781,5001070.176,1260,Active,Belle Vista Hill COM,HUU Belle Vista Hill COM,HCFN T10/ North Bay Command,COM,HUU,HUU,Humboldt,DISTRICT OTHER,,,End Of Hilltop Lane,McKinleyville,95519,,40.92353872,-124.08832164
-13803897.5743,4979163.657,1261,Active,Kneeland Fire Station COM,HUU Kneeland Fire Station COM,HCFN T9,COM,HUU,HUU,Humboldt,COUNTY,L,,6201 Greenwood Heights Dr.,Kneeland,95549,,40.77468033,-124.00252171
-13742767.9157,5053570.935,1262,Active,Orleans Mountain COM,HUU Orleans Mountain COM,HCFN T6,COM,HUU,HUU,Siskiyou,COUNTY,,,5 Miles East Of Orleans,Orleans,95556,,41.27892794,-123.45338465
-13838330.0481,4905678.2158,1263,Active,Petrolia COM,HUU Petrolia COM,HCFN T7,COM,HUU,HUU,Humboldt,COUNTY,,,3.75 Miles Ssw Petrolia,Petrolia,95558,,40.27289481,-124.31183389
-13808130.123,4870857.5308,1264,Active,Toth Road COM,HUU Toth Road COM,HCFN T8,COM,HUU,HUU,Humboldt,COUNTY,,,Toth Road,Shelter Cove,95589,,40.0338159,-124.04054335
-13781984.1142,4786439.4621,1265,Active,Jackson Demonstration State Forest,JDSF,,DSA,MEU,MEU,Mendocino,STATE,B,P,802 Main St,Fort Bragg,94537,707-459-5674,39.39237357,-123.64898583
-13430060.4002,4199797.8309,1266,Active,San Luis Obispo UH,SLU San Luis Obispo UH,,HQ,SLU,SLU,San Luis Obispo,DISTRICT OTHER,C,P,"1150 Laurel Lane, Suite 175",San Luis Obispo,93401,805-543-4244,35.264,-120.645
-13091154.0029,4021629.5932,1267,Active,Chandler Fire Station 31,STN31 Chandler FS,Chandler,FSA,RRU,RRU,Riverside,COUNTY,A,P,14491 Chandler St,Eastvale,92880,9512789184,33.94656744,-117.59983728
-13074091.5918,3981364.2505,1268,Active,Los Pinos Fire Center,Los Pinos Fire Center,Los Pinos,FCCCC,RRU,RRU,Orange,FEDERAL,B,P,39251 Ortega Hwy.,Lake Elsinore,92530,,33.64597984,-117.44656303
-13035561.6844,3967253.7222,1269,Active,STN 95 Roripaugh Ranch,Roripaugh Ranch,,FSA,RRU,RRU,Riverside,CITY,L,P,32131 South Loop Ranch,Temecula,92591,951-676-2126,33.5403929,-117.10044298
-13512240.9769,4364431.1761,1270,Active,Pinnacles Fire Station,CNA 46A,,CNA,CNA,BEU,Monterey,FEDERAL,F,P,31951 Mccoy Road,Soledad,93960,831-601-3378,36.46237338,-121.38252592
-13384053.4279,4097986.4165,1271,Active,Gaviota Repeater,Gaviota Repeater,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,9402 Hwy 1,Lompoc,93436,xxx-xxx-xxxx,34.515422,-120.233155
-13368071.6332,4110719.0404,1272,Active,Casino Parking Garage Repeater,Casino Parking Garage Repeater,,COM,SBC,SBC,Santa Barbara,TRIBAL,L,P,3400 Ca-246,Santa Ynex,93460,xxx-xxx-xxxx,34.6078695,-120.08743067
-13206244.1309,4089984.3865,1273,Active,FS 143,,,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,28580 Hasley Canyon Road,Castaic,91355,661-257-5009,34.4544231,-118.63370949
-13161336.7637,4029503.3954,1274,Active,FS 52,,,FSL,LAC,LAC,Los Angeles,CITY,L,P,4301 S. Santa Fe Ave.,Vernon,90058,323-398-8300,34.0052232,-118.23029974
-13158531.2521,4028359.2916,1275,Active,FS 13,,,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3375 Fruitland Avenue,Vernon,90058,,33.99670273,-118.2050974
-13262908.8804,4057235.8623,1276,Active,Camp 1,,,FCFFC,VNC,VNC,Ventura,COUNTY,G,P,2471 Latigo Ave,Oxnard,93030,805-388-4587,34.21149313,-119.14273759
-13255016.7572,4056727.0784,1277,Active,Ventura County Fire Department Training Center,,Training Center,TC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,165 Durley Ave,Camarillo,93010,808-389-9710,34.2077134,-119.07184144
-13257576.2034,4057060.296,1278,Active,Ventura County Aviation Unit,,Air Unit,HB,VNC,VNC,Ventura,COUNTY,L,P,375 Durley Ave,Camarillo,93010,805-388-4212,34.21018887,-119.09483334
-13525262.2512,4660996.8993,1279,Active,State Fire Marshal DSB,SFM,,SFM,CDF,AEU,Sacramento,STATE,B,P,715 P St,Sacramento,95814,916-568-3800,38.57515013,-121.49949802
-13503601.0232,4660276.9862,1280,Active,Sacramento Emergency Command Center,SAC ECC,Sacramento,ECC,CDF,AEU,Sacramento,STATE,B,P,3650 Schriever Ave,Mather,95655,916-845-8692,38.57009404,-121.3049119
-13545447.6065,4657998.1253,1281,Active,Fuels Crew,,,FxCS,CDF,LNU,Yolo,STATE,,,5800 Chiles Rd,Davis,95618,,38.55408681,-121.68082615
-13520405.9819,4664129.2599,1282,Active,Sacramento Telecommunications,,Sacramento Telecom,ADM,CDF,AEU,Sacramento,STATE,B,P,1450 Expo Parkway Suite C,Sacramento,95815,916-263-1881,38.59714516,-121.45587341
-13513408.4481,4674010.1326,1283,Active,Aviation Management Unit,AMU,AMU,ADM,CDF,AEU,Sacramento,STATE,B,P,"5500 Price Avenue, Mcclellan, Ca 95652",McClellan,95652,916-561-3333,38.66648324,-121.39301349
-13188873.0497,4181798.3602,1284,Active,KRN Station  13 FS,,,FSL,KRN,KRN,Kern,COUNTY,L,P,21415 Reeves St,Golden Hills,93561,661-823-4881,35.13173878,-118.47766241
-13177822.0699,4179859.1721,1285,Active,KRN Camp 8,,,FCFFC,KRN,KRN,Kern,COUNTY,L,P,220569 Eumatilla St,Tehachapi,93561,661-823-0147,35.11749089,-118.37838977
-13540556.831,4806811.8218,1286,Active,Openshaw Training Center,BTU Openshaw Training Center OTC,OTC,TC,BTU,BTU,Butte,COUNTY,A,,1222 Openshaw Rd,Oroville,95965,,39.59188272,-121.63689157
-13531281.3767,4794646.391,1287,Active,Oroville Fire Department Station 91,ORO Station 91,Station 91,FSA,ORO,BTU,Butte,CITY,A,P,2055 Lincoln St,Oroville,95966,530-538-2487,39.50761696,-121.55356874
-13463229.7443,4631119.4613,1288,Active,CAL FIRE Training Center,,,TC,AEU,AEU,Amador,STATE,,,4501 State Highway 104,Ione,95640,2092749375,38.36501617,-120.94225053
-12946961.39,3997708.2198,1289,Active,Desert Training Center,,,TC,RRU,RRU,Riverside,COUNTY,,,77933 Las Montañas Road,Palm Desert,92211,,33.76811759,-116.304533
-13413888.7172,4142390.9939,1290,Active,San Antonio Peak,San Antonio Peak,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Rural Road,Orcutt,93455,xxx-xxx-xxxx,34.860517,-120.54265745
-13408344.3508,4147928.3,1291,Active,Foster Road,Santa Barbara County North Garage,,EQF,SBC,SBC,Santa Barbara,COUNTY,L,P,912 Foster road,Santa Maria,93455,805-934-6100,34.88252575,-120.44920665
-13394838.107,4132942.7412,1292,Active,Los Alamos,Los Alamos,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Rural Road,Los Alamos,93440,xxx-xxx-xxxx,34.77202126,-120.327878
-13414265.4106,4103202.7736,1293,Active,Jalama,Jalama,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Rural road,Lompoc,93346,xxx-xxx-xxxx,34.55227819,-120.50239644
-13397769.152,4105597.0595,1294,Active,White Hills,White Hills,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Rural Roadf,Lompoc,93346,xxx-xxx-xxxx,34.56999068,-120.35420802
-13373427.1193,4109178.6747,1295,Active,Solvang,Solvang,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Mission Drive,Solvang,93463,xxx-xxx-xxxx,34.59647978,-120.13553982
-13357107.5552,4128719.0367,1296,Active,Figueroa Mountain,Figueroa Mtn Communication site,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Cumbre Dua,Los Olivos,93463,xxx-xxx-xxxx,34.74084861,-119.98893868
-13333422.1422,4088606.7403,1297,Active,Dispatch Center,dispatch,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,4434 calle real,santa barbara,93010,805-681-5500,34.44369803,-119.77664107
-13326749.4683,4083317.8759,1298,Active,Vic Trace,Vic Trace,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Dolores Drive,Santa Barbara,93101,xxx-xxx-xxxx,34.40502768,-119.71622735
-13375215.8575,4121130.8503,1299,Active,Purisima Hill,Purisima Hill,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Rural Road,Los Olivos,93463,xxx-xxx-xxxx,34.68313892,-120.15231643
-13243570.3347,4133344.547,1300,Active,Frazier,,,COM,VNC,VNC,Ventura,FEDERAL,,,,,,,34.77498614,-118.96901648
-13262756.1225,4096047.5166,1301,Active,Sisar,,,COM,LPF,VNC,Ventura,FEDERAL,,,,,,,34.49932242,-119.14136534
-13284865.0338,4075796.6427,1302,Active,Red Mtn,,,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.34926418,-119.33997307
-13277463.5211,4068678.9503,1303,Active,Hall Canyon,,,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.2964584,-119.27348415
-13249500.4579,4073334.5435,1304,Active,South Mtn American Tower 2,,,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.33100175,-119.02228768
-13254249.5349,4043427.2824,1305,Active,Laguna Peak,,,COM,VNC,VNC,Ventura,,,,,,,,34.10884985,-119.06494937
-13236851.5388,4051019.0189,1306,Active,Rasnow,,,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.16529692,-118.90866051
-13212754.366,4059772.1139,1307,Active,Rocketdyne,,,COM,VNC,VNC,Ventura,,,,,,,,34.23033227,-118.69219192
-13207544.3609,4064302.1998,1308,Active,Santa Susana Pass,,,COM,VNC,VNC,Ventura,,,,,,,,34.26397103,-118.64538965
-13222421.4977,4077912.183,1309,Active,Torrey Hill,,2,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.36495285,-118.77903324
-13269978.2813,4141063.4102,1310,Active,Mount Abel,,,COM,KRN,KRN,Kern,,,,,,,,34.83192201,-119.2062431
-13323115.045,4028667.4354,1311,Active,Valley Peak,Valley Peak,,COM,SBC,SBC,Santa Barbara,COUNTY,L,P,Rural Road,Santa Cruz Island,93101,xxx-xxx-xxxx,33.99914107,-119.68407498
-13291107.0633,4029324.9592,1312,Active,Anacapa Island,,,COM,VNC,VNC,Ventura,FIRE DISTRICT,,,,,,,34.00389439,-119.39604618
-13137438.4799,4031039.6522,1313,Decommissioned,College Peak,,,COM,LAC,LAC,Los Angeles,,,,,,,,34.0166628,-118.01561781
-13129373.8912,4025212.3914,1314,Decommissioned,Rancho La Habra,,,COM,LAC,LAC,Los Angeles,,,,,,,,33.97326245,-117.94317237
-13145181.9604,3996182.9121,1315,Active,Boeing,,,COM,ORC,ORC,Orange,,,,2201 Seal Beach Blvd,Seal Beach,90740,,33.75672638,-118.08517868
-13139649.7519,4010675.2217,1316,Active,La Palma,,,COM,ORC,ORC,Orange,,,,,,,,33.86489576,-118.035482
-13131495.3053,4016102.6539,1317,Active,Coyotes Hills,,,COM,ORC,ORC,Orange,,,,,,,,33.90537043,-117.96222936
-13116279.4868,4020699.3874,1318,Active,Olinda CW,,,COM,ORC,ORC,Orange,,,,,,,,33.93963521,-117.82554334
-13113195.1322,4021065.7911,1319,Active,Carbon Canyon,,,COM,ORC,ORC,Orange,,,,,,,,33.94236585,-117.79783611
-13106548.7649,4017228.5033,1320,Active,Chino Hills,,,COM,ORC,ORC,Orange,,,,,,,,33.91376397,-117.73813078
-13107244.1018,4014587.5793,1321,Active,Santa Ana Canyon,,,COM,ORC,ORC,Orange,,,,,,,,33.89407381,-117.74437709
-13107247.6848,4014584.2949,1322,Active,Gypsum Canyon,,,COM,ORC,ORC,Orange,,,,,,,,33.89404932,-117.74440928
-13114187.5686,4009732.9183,1323,Active,Anaheim Deer Canyon,,,COM,ORC,ORC,Orange,,,,,,,,33.85786664,-117.80675132
-13128618.2532,4007680.6598,1324,Active,Anaheim West,,,COM,ORC,ORC,Orange,,,,,,,,33.84255581,-117.93638436
-13126138.5205,4006629.7884,1325,Active,Anaheim City Hall,,,COM,ORC,ORC,Orange,,,,,,,,33.83471475,-117.91410854
-13106530.8679,4007872.7457,1326,Active,Weir Canyon Serrano,,,COM,ORC,ORC,Orange,,,,,,,,33.84398898,-117.73797001
-13107047.5401,4006699.9598,1327,Active,Weir Canyon Eastridge,,,COM,ORC,ORC,Orange,,,,,,,,33.83523835,-117.74261135
-13097278.7811,4008590.7307,1328,Active,Sierra Peak,,,COM,ORC,ORC,Orange,,,,,,,,33.84934571,-117.65485709
-13097194.8796,4008667.1678,1329,Active,Sierra Peak 1 and 2,,,COM,ORC,ORC,Orange,,,,,,,,33.84991597,-117.65410339
-13093838.8042,4001966.4073,1330,Active,Pleasants North,,,COM,ORC,ORC,Orange,,,,,,,,33.7999103,-117.62395526
-13093817.2226,4001616.8405,1331,Active,Pleasants West,,,COM,ORC,ORC,Orange,,,,,,,,33.79730079,-117.62376138
-13093126.564,3994786.9658,1332,Active,Silverado Canyon,,,COM,ORC,ORC,Orange,COUNTY,,,,,,,33.74629994,-117.61755709
-13097197.3311,3989803.763,1333,Active,Bolero Peak,,,COM,ORC,ORC,Orange,,,,,,,,33.70906963,-117.65412542
-13091990.3858,3983965.262,1334,Active,Dove Canyon,,,COM,ORC,ORC,Orange,,,,,,,,33.6654287,-117.60735063
-13083829.6849,3990023.8413,1335,Active,Santiago Peak,,,COM,RRU,RRU,Riverside,,,,,,,,33.71071421,-117.53404181
-13083835.134,3990009.8826,1336,Active,Santiago Peak OES,,,COM,RRU,RRU,Riverside,,,,,,,,33.7106099,-117.53409076
-13085449.1787,3976889.5108,1337,Active,Bell Canyon,,,COM,ORC,ORC,Orange,,,,,,,,33.61251004,-117.54858997
-13073447.3381,3973624.4561,1338,Active,Sitton Peak,,,COM,RRU,RRU,Riverside,,,,,,,,33.58808014,-117.4407756
-13062633.3028,3975515.8196,1339,Active,Elsinore Peak,,,COM,RRU,RRU,Riverside,,,,,,,,33.60223261,-117.34363147
-13075999.8719,3969787.8402,1340,Active,Rancho Carillo,,,COM,RRU,RRU,Riverside,,,,,,,,33.55936484,-117.4637054
-13077920.4541,3964424.4,1341,Active,Upper Talega,,,COM,ORC,ORC,Riverside,,,,,,,,33.51920596,-117.48095828
-13007446.9414,3979217.9505,1342,Active,Red Mtn,,,COM,RRU,RRU,Riverside,,,,,,,,33.62992774,-116.84788395
-13047055.8145,4010199.8621,1343,Active,Lake Perris,,,COM,RRU,RRU,Riverside,,,,,,,,33.86134988,-117.20369651
-13079205.49,3943540.2775,1344,Active,San Onofre,,,COM,LAC,SDU,San Diego,,,,,,,,33.36265802,-117.49250196
